pollotion_type;lon;lat;reg_date;last_date;ground_type;square;pollution_level;restovration_date
нефть;76,533318;61,437015;02.03.2021;08.06.2020;земли лесного фонда в долгосрочной аренде, земли промышленности, земли лесного фонда;0,289;Отбор проб не производился;до 2025
нефть;76,684754;61,429900;02.03.2021;10.06.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,0693;Отбор проб не производился;до 2025
нефть;76,612551;61,371470;02.03.2021;02.07.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,1217;Отбор проб не производился;до 2025
нефть;76,640333;61,459879;02.03.2021;03.07.2020;земли промышленности;0,0062;Отбор проб не производился;до 2025
нефть;76,806692;61,276971;02.03.2021;08.07.2020;земли промышленности;0,0034;Отбор проб не производился;до 2025
нефть;76,513359;61,527164;02.03.2021;24.07.2020;земли лесного фонда в долгосрочной аренде, земли промышленности, земли лесного фонда;0,2292;Отбор проб не производился;до 2025
нефть;76,832146;61,297815;02.03.2021;04.08.2020;земли лесного фонда в долгосрочной аренде, земли промышленности ;0,1366;Отбор проб не производился;до 2025
нефть;76,852738;61,262830;02.03.2021;01.09.2020;земли промышленности;0,0199;Отбор проб не производился;до 2025
нефть;76,856487;61,264277;02.03.2021;24.09.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,0609;Отбор проб не производился;до 2025
нефть;76,856797;61,264360;02.03.2021;25.09.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,0181;Отбор проб не производился;до 2025
нефть;76,831279;61,297436;02.03.2021;27.09.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,0523;Отбор проб не производился;до 2025
